ul.	Kaliska
ul.	Kamienicka
ul.	Kamienna
ul.	Kamiennogórska
ul.	Kamieńska
ul.	Kanałowa
ul.	Kanclerska
ul.	Kazimierza Kantaka
ul.	Kąpielowa
ul.	Kapitańska
rondo	Kaponiera
ul.	Karawelowa
ul.	Karbowska
ul.	Kargowska
ul.	Karkonoska
ul.	Karlińska
ul.	Karmelicka
ul.	Karmelowa
ul.	Karpacka
ul.	Karpia
ul.	Karpicka
ul.	Aleksandry Karpińskiej
ul.	Karsińska
ul.	Jana Karskiego
ul.	Kartuska
ul.	Karwieńska
ul.	Stanisława Karwowskiego
ul.	Jana Kasprowicza
ul.	Marcina Kasprzaka
ul.	Jana Kassyusza
ul.	Kastylijska
ul.	Kasztanowa
ul.	Kasztelańska
ul.	Kaszubska
ul.	Katalońska
ul.	Katowicka
ul.	Kazimierza Wielkiego
ul.	Kcyńska
ul.	Kępa
ul.	Kępińska
ul.	Jana Keplera
ul.	Ketlinga
ul.	Zbigniewa Kiedacza
ul.	Kielecka
ul.	Kiemliczów
ul.	Kierska
ul.	Jana Kilińskiego
ul.	św. Kingi
ul.	Kirchholmska
park	ks. Tadeusza Kirschke
ul.	Stefana Kisielewskiego
ul.	Klasztorna
ul.	Kłecka
ul.	Franciszka Kleeberga
ul.	Klenowska
ul.	Klimontowska
ul.	Klin
ul.	Klinkierowa
ul.	Klonowa
ul.	Sebastiana Klonowica
ul.	Kłońska
ul.	Kłosowa
ul.	Kluczborska
ul.	Kłuszyńska
ul.	Kmicica
ul.	Kmieca
ul.	Kminkowa
ul.	Stanisława Knapowskiego
ul.	Edmunda Knolla-Kownackiego
ul.	Knyszyn
ul.	Kobylepole
ul.	Kobylińska
ul.	Kocankowa
ul.	Roberta Kocha
ul.	Jana Kochanowskiego
ul.	Kociewska
ul.	Antoniego Kocjana
ul.	Kokosowa
ul.	Oskara Kolberga
ul.	Kolbuszowska
pl.	Kolegiacki
ul.	Kolejowa
ul.	Hugona Kołłątaja
ul.	Kołobrzeska
ul.	Kołodzieja
ul.	Kolorowa
ul.	Kolska
tunel	Komandoria
ul.	Komandoria
ul.	Komandorska
ul.	Komornicka
ul.	Konarowa
ul.	Stanisława Konarskiego
ul.	Konarzewska
ul.	Gertrudy Konatkowskiej
