"Lp.","Ulica","Nr ewidencyjny ulicy",,,"Długość [m]","Pole powierzchni jezdni [m2]"
"1702","Szczawnicka","PJ","P","127127","2066","6735"
"1703","Szczecińska","PG","G","260","58","368"
"1704","Szczepankowo","PN","F","88","200","1103"
"1705","Szczepanowskiego Stanisława","PJ","G","235","265","2111"
"1706","Szczęsna","PJ","G","236","187","696"
"1707","Szczurkiewiczów Nuny i Bolesława","PG","G","385","206","1240"
"1708","Szczytnicka","PN","F","386","345","2781"
"1709","Szeherezady","PG","G","261","503","3613"
"1710","Szelburg-Zarembiny Ewy","PJ","G","698","140","856"
"1711","Szenwalda Lucjana","PW","G","136","84","446"
"1712","Szewska","PS","G","153","301","2283"
"1713","Szklarniowa","PS","G","387","1049","2775"
"1714","Szkolna","PS","G","154","327","1497"
"1715","Szkunerowa","PJ","F","388","177","533"
"1716","Szkutnicza","PJ","F","389","181","432"
"1717","Szlachecka","PS","G","623","112","537"
"1718","Szmaragdowa","PS","G","390","163","818"
"1719","Szolca-Rogozińskiego Stefana","PN","F","504","283","722"
"1720","Szopienicka","PN","F","668","132","424"
"1721","Szpaków","PN","G","247","198","1487"
"1722","Szpotańskiego Janusza","PJ","F","95","92","726"
"1723","Szreniawska","PG","G","262","85","241"
"1724","Szronowa","PG","F","391","156","1000"
"1725","Sztaudyngera Jana","PG","G","392","67","421"
"1726","Sztormowa","PJ","G","502","97","267"
"1727","Szubińska","PW","G","137","519","3055"
"1728","Szwajcarska","PN","P","588","187","2305"
"1729","Szweykowskiego Zygmunta","PS","F","393","287","2305"
"1730","Szybowcowa","PJ","G","237","298","1689"
"1731","Szydłowiecka","PN","G","248","362","1441"
"1732","Szydłowska","PJ","G","238","1311","7563"
"1733","Szymańskiego Romana","PS","G","155","111","822"
"1734","Szymborska","PG","G","263","73","389"
"1735","Szyperska","PS","G","156","518","4456"
"1736","Ściegiennego Piotra","PG","P","132132","736","6021"
"1737","Ścinawska","PG","G","265","1146","7846"
"1738","Ślazowa","PS","F","635","146","759"
"1739","Śląska","PJ","G","239","308","2184"
"1740","Ślesińska","PN","F","669","95","221"
"1741","Ślężańska","PN","G","395","375","2559"
"1742","Śliska","PN","G","249","558","1994"
"1743","Śliwkowa","PW","G","138","129","584"
"1744","Ślusarska","PS","G","157","67","498"
"1745","Śmiała","PN","G","250","103","509"
"1746","Śmiełowska","PW","G","139","864","3717"
"1747","Śmigi","PN","G","251","1532","6858"
"1748","Śmigielska","PG","G","266","138","782"
"1749","Śniegockiego Henryka","PS","G","158","272","1905"
"1750","Śnieżna","PS","F","683","187","676"
"1751","Śpiewaków","PJ","G","240","175","747"
"1752","Średnia","PN","G","252","229","1399"
"1753","Średzka","PN","G","253","396","1928"
"1754","Śremska","PN","F","396","736","5237"
"1755","Śródka","PN","G","254","72","825"
"1756","św. Barbary","PS","G","1","65","715"
"1757","św. Czesława","PW","G","29","308","2299"
"1758","św. Floriana","PJ","G","55","98","703"
"1759","św. Jacka","PN","G","74","41","129"
"1760","św. Jerzego","PW","G","56","184","1757"
"1761","św. Kingi","PN","G","88","429","1369"
"1762","św. Leonarda","PJ","G","107","135","1076"
"1763","św. Marii Magdaleny","PS","G","91","272","2240"
"1764","św. Michała","PN","G","135","126","1466"
"1765","św. Rocha","PN","G","197","354","2724"
"1766","św. Stanisława","PJ","F","372","121","472"
"1767","św. Szczepana","PW","G","135","846","4831"
"1768","św. Trójcy","PW","G","144","267","1670"
"1769","św. Wawrzyńca","PJ","G","254","883","5176"
"1770","św. Wincentego","PN","F","524","457","3083"
"1771","św. Wincentego","PN","G","288","377","1749"
"1772","Światowida plac","PG","F","291","95","962"
"1773","Świątniczki","PN","G","255","600","2195"
"1774","Świdnicka","PG","G","268","158","916"
"1775","Świebodzińska","PG","G","269","570","3518"
"1776","Świecka","PJ","F","501","300","1584"
"1777","Świeradowska","PJ","F","397","87","448"
"1778","Świerkowa","PW","G","140","331","1612"
"1779","Świerzawska","PG","G","270","734","4439"
"1780","Świetlana","PG","G","271","472","2135"
"1781","Święciańska","PN","G","256","75","391"
"1782","Święcickiego Heliodora","PG","G","272","314","1921"
"1783","Świętochny","PN","G","257","154","880"
"1784","Świętogórska","PG","G","273","155","417"
"1785","Świętojańska","PN","G","258","201","1512"
"1786","Świętosławska","PS","G","159","60","493"
"1787","Świętowidzka","PN","G","259","608","2397"
"1788","Święty Marcin","PS","P","16016","114","1491"
"1789","Święty Wojciech","PS","G","181","410","3928"
"1790","Świt","PG","G","274","679","5259"
"1791","Taborowa","PG","F","398","242","1848"
"1792","Taczaka Stanisława","PS","G","20","269","2580"
"1793","Tańskiego Czesława","PJ","G","400","129","806"
"1794","Tarczowa","PG","G","275","436","1316"
"1795","Tarninowa","PW","G","401","151","952"
"1796","Tarnobrzeska","PN","G","260","484","2419"
"1797","Tarnowska","PN","P","136136","140","439"
"1798","Tatarakowa","PS","F","535","72","255"
"1799","Tatrzańska","PJ","G","241","380","2314"
"1800","Taylora Edwarda","PS","G","402","75","795"
"1801","Tczewska","PJ","G","242","382","3053"
"1802","Tczewska","PJ","F","89","114"
"1803","Templińska","PG","G","276","958","4980"
"1804","Teokryta","PJ","G","528","204","1264"
"1805","Terespolska","PN","G","261","178","739"
"1806","Termalna","PN","F","513","1374","10035"
"1807","Ternicka","PN","G","262","335","1660"
"1808","Tęczowa","PG","G","277","406","1931"
"1809","Tokarska","PW","G","141","286","2228"
"1810","Tokarzewskiego Michała","PS","G","403","90","409"
"1811","Tołstoja Lwa","PJ","F","605","305","1795"
"1812","Tomaszewskiego Adama","PS","G","161","372","1622"
"1813","Tomaszowska","PN","G","263","512","1210"
"1814","Tomickiego Piotra","PN","G","264","490","3797"
"1815","Topazowa","PS","G","404","103","475"
"1816","Topolowa","PW","G","142","195","1580"
"1817","Torfowa","PG","G","278","234","944"
"1818","Toruńska","PN","G","266","377","2176"
"1819","Toskańska","PS","F","199","143","522"
"1820","Towarowa","PS","G","203","259","2711"
"1821","Traugutta Romualda","PW","G","143","543","2648"
"1822","Trąmpczyńskiego Wojciecha","PW","G","54","651","2892"
"1823","Treblińska","PN","G","267","103","328"
"1824","Trębacka","PG","G","279","97","316"
"1825","Trocka","PN","F","614","239","2109"
"1826","Troczyńskiego Konstantego","PS","G","162","219","1024"
"1827","Trójpole","PS","G","163","455","3750"
"1828","Truskawiecka","PJ","G","243","298","2281"
"1829","Truskawkowa","PN","G","405","289","944"
"1830","Trybunalska","PG","G","280","538","2157"
"1831","Trzcianecka","PJ","G","244","370","2086"
"1832","Trzebawska","PG","G","281","593","1786"
"1833","Trzebiatowska","PJ","G","245","1264","5665"
"1834","Trzebińska","PG","G","282","631","2675"
"1835","Trzemeszeńska","PN","G","268","343","1999"
"1836","Tucholska","PJ","G","246","318","2105"
"1837","Tulipanowa","PG","G","406","84","301"
"1838","Tułodzieckiej Anieli","PJ","G","247","681","2772"
"1839","Turgieniewa Iwana","PJ","F","607","122","589"
"1840","Turkusowa","PJ","F","407","407","1979"
"1841","Turniowa","PG","G","283","482","2433"
"1842","Turystyczna","PJ","F","408","203","630"
"1843","Tuwima Juliana","PG","G","284","774","4190"
"1844","Twardogórska","PG","G","285","153","826"
"1845","Twardowskiego Jana ks.","PJ","F","95","101","611"
"1846","Tyca Teodora","PW","G","409","242","1489"
"1847","Tyczyńska","PN","G","269","114","645"
"1848","Tylicka","PJ","G","410","91","355"
"1849","Tylne Chwaliszewo","PS","G","164","130","700"
"1850","Tymiankowa","PS","F","411","348","785"
"1851","Tymienieckiego Kazimierza","PS","G","412","493","2517"
"1852","Tyniecka","PG","G","286","493","2888"
"1853","Tyrmanda Leopolda","PJ","F","548","219","978"
"1854","Tyrwacka","PS","G","165","275","1471"
"1855","Tyska","PJ","G","248","85","243"
"1856","Ugory","PS","G","166","406","2380"
"1857","Ułańska","PG","G","287","531","4380"
"1858","Ułaszyna Henryka","PW","G","145","264","1143"
"1859","Umińskiego Jana","PW","G","146","353","2529"
"1860","Umultowska","PS","G","138138","1876","13418"
"1861","Unii Lubelskiej","PN","G","413","1026","4586"
"1862","Unisława","PN","G","270","379","2616"
"1863","Uprawna","PN","G","561","473","2925"
"1864","Uradzka","PG","G","288","667","3359"
"1865","Urbanowska","PJ","G","249","464","2397"
"1866","Urocza","PS","G","167","423","2149"
"1867","Urodzajna","PN","F","405","112","699"
"1868","Urszulanek","PN","G","560","415","2062"
"1869","Urwista","PN","G","271","127","409"
"1870","Ustronna","PG","F","414","141","746"
"1871","Ustrońska","PW","G","147","83","378"
"1872","Ustrzycka","PN","G","415","401","1393"
"1873","Uzdrowiskowa","PJ","F","673","628","1530"
"1874","Uznamska","PN","G","272","309","1388"
"1875","Vetulaniego Tadeusza","PW","G","36","167","1383"
"1876","Vrtela-Wierczyńskiego Stefana","PS","F","553","496","2839"
"1877","Wachowiaka Stanisława","PS","G","416","334","2604"
"1878","Wadowicka","PN","G","273","1641","4792"
"1879","Wagi","PN","F","417","421","4292"
"1880","Wagrowska","PN","G","274","797","3745"
"1881","Wałbrzyska","PG","G","289","748","6276"
"1882","Wałecka","PJ","G","250","1883","6004"
"1883","Wandy","PN","G","275","379","1937"
"1884","Waniliowa","PS","F","517","120","512"
"1885","Wańkowicza Melchiora","PJ","G","633","1160","8008"
"1886","Warecka","PN","G","276","98","378"
"1887","Warmińska","PJ","G","251","1025","6422"
"1888","Warowna","PN","G","277","242","1273"
"1889","Warpińska","PN","G","278","788","3605"
"1890","Warpnowska","PJ","G","252","593","2095"
"1891","Waryńskiego Ludwika plac","PJ","F","287","209"
"1892","Warzywna","PS","G","168","287","1518"
"1893","Wawerska","PG","G","290","148","844"
"1894","Wawrzyniaka Piotra","PJ","G","253","583","3945"
"1895","Wczasowa","PN","G","279","455","1863"
"1896","Wejherowska","PJ","G","256","779","3805"
"1897","Wenecjańska","PS","G","169","199","1094"
"1898","Wenedów","PS","G","170","128","565"
"1899","Wergiliusza","PJ","G","530","1109","5789"
"1900","Wesoła","PJ","F","418","40","147"
"1901","Weteranów","PN","F","675","98","462"
"1902","Węglowa","PG","G","291","352","2961"
"1903","Węgorka Władysława","PG","G","146","718","4351"
"1904","Węgorzewska","PJ","G","257","228","1137"
"1905","Wiankowa","PN","G","280","121","851"
"1906","Wiązowa","PW","G","148","145","956"
"1907","Wicherkiewicz Marii","PJ","G","258","444","1708"
"1908","Widawska","PN","G","281","299","1207"
"1909","Widłakowa","PS","G","419","551","2180"
"1910","Widna","PJ","G","260","161","750"
"1911","Wiece","PJ","G","261","208","1056"
"1912","Wieczorynki","PG","G","292","430","2315"
"1913","Wiedeńska","PS","G","421","428","2395"
"1914","Wiejska","PN","G","282","116","1625"
"1915","Wielichowska","PW","G","150","260","1606"
"1916","Wielka","PS","G","171","411","2755"
"1917","Wielkopolski plac","PS","G","172","149","2497"
"1918","Wieluńska","PW","G","151","90","684"
"1919","Wieniawskiego Henryka","PS","G","174","548","4545"
"1920","Wieprawska","PN","G","283","824","3050"
"1921","Wierchowa","PJ","G","262","109","316"
"1922","Wierzbięcice","PW","P","36036","318","2101"
"1923","Wierzbowa","PS","G","175","112","983"
"1924","Wierzejewskiego Ireneusza","PG","G","422","75","378"
"1925","Wiesiołkowa","PS","G","625","541","2980"
"1926","Wiesławy","PN","G","284","152","1012"
"1927","Wietrzna","PS","G","684","141","462"
"1928","Wietrzykowskich","PJ","F","646","375","1489"
"1929","Wiewiórcza","PN","G","423","346","1793"
"1930","Wieżowa","PN","G","285","665","4716"
"1931","Więzowska","PW","G","152","182","1151"
"1932","Wigury Stanisława","PJ","G","263","302","1836"
"1933","Wiklinowa","PW","F","424","166","513"
"1934","Wilanowska","PS","G","425","313","2076"
"1935","Wilcza","PN","G","286","380","2242"
"1936","Wilczak","PS","G","176","937","6661"
"1937","Wileńska","PN","G","287","409","2296"
"1938","Wilkanowicza Romana","PG","G","426","71","475"
"1939","Wilkońskich","PJ","G","264","213","1219"
"1940","Wilków Morskich","PJ","G","427","1373","7086"
"1941","Willowa","PJ","G","428","191","626"
"1942","Winiarska","PJ","G","265","480","2042"
"1943","Winiarskiego Bohdana","PW","G","65","344","1961"
"1944","Winklera Błażeja","PG","G","293","516","3444"
"1945","Winna","PS","G","177","206","929"
"1946","Winogronowa","PN","F","89","274","1414"
"1947","Wiosenna","PJ","G","266","308","1841"
"1948","Wiosny Ludów plac","PS","G","173","26","1446"
"1949","Wioślarska","PN","F","145","690","8517"
"1950","Wirska","PJ","G","267","93","461"
"1951","Wisłocka","PJ","G","268","126","675"
"1952","Wiślana","PJ","G","269","814","3364"
"1953","Wiślicka","PN","G","289","224","836"
"1954","Wiśniowa","PW","G","153","662","3407"
"1955","Witaszka Franciszka","PW","G","429","372","2342"
"1956","Witkowska","PN","G","290","192","942"
"1957","Witnicka","PG","G","676","173","1043"
"1958","Witosława","PN","G","292","132","771"
"1959","Wituchowska","PJ","G","453","405","1580"
"1960","Włada Franciszka","PS","G","507","196","1175"
"1961","Władymira","PN","G","291","169","962"
"1962","Włocławska","PN","G","430","547","2901"
"1963","Włodarska","PS","G","178","383","3807"
"1964","Włodkowica Pawła","PG","G","294","496","2806"
"1965","Włoszakowicka","PW","G","154","184","833"
"1966","Włościańska","PS","G","179","268","1564"
"1967","Wodna","PS","G","180","430","1705"
"1968","Wodnika","PN","F","431","163","691"
"1969","Wojkiewicza Jana","PW","G","155","138","679"
"1970","Wojkowskich Julii i Antoniego","PJ","G","271","284","1289"
"1971","Wojnowicka","PG","G","432","197","1010"
"1972","Wojskowa","PG","G","295","542","4292"
"1973","Wolbromska","PN","G","293","279","1563"
"1974","Wolińska","PJ","G","272","146","842"
"1975","Wolności plac","PS","P","149149","172","1615"
"1976","Wolności plac","PS","G","182","262","2071"
"1977","Wolska","PG","G","296","127","656"
"1978","Wolsztyńska","PG","G","297","548","2772"
"1979","Wołkowa Władysława","PS","F","434","103","514"
"1980","Wołkowyska","PN","G","294","493","4716"
"1981","Wołodyjowskiego Michała","PG","G","298","544","4558"
"1982","Wołowska","PG","P","151151","560","3695"
"1983","Wołowska","PG","G","299","420","3902"
"1984","Wołyńska","PJ","G","273","547","3831"
"1985","Wonna","PJ","G","274","94","292"
"1986","Worcella Stanisława","PW","G","156","78","282"
"1987","Woźna","PS","G","183","458","1981"
"1988","Woźnicka","PG","G","300","127","708"
"1989","Wójtowska","PS","G","184","334","2016"
"1990","Wrocławska","PS","G","185","444","1571"
"1991","Wronczyńska","PG","G","301","261","1668"
"1992","Wroniecka","PS","G","186","308","1463"
"1993","Wrońskiego Józefa","PG","G","302","93","430"
"1994","Wrotyczowa","PS","F","636","98","440"
"1995","Wróblewskiego Walerego","PW","G","158","338","1338"
"1996","Wrzesińska","PN","F","91","260","1184"
"1997","Wrzesińska","PN","G","295","1676","7680"
"1998","Wrzoska Adama","PJ","G","435","360","2320"
"1999","Wrzoska Adama","PJ","F","701","161","794"
"2000","Wrzosowa","PW","G","159","184","973"
"2001","Wschodnia","PN","G","296","147","1212"
"2002","Wschowska","PG","G","303","103","244"
"2003","Wspólna","PW","G","160","700","5284"
"2004","Wszystkich Świętych","PS","G","187","142","1138"
"2005","Wujka Jakuba ks.","PW","G","165","185","1010"
"2006","Wybickiego Józefa","PW","G","161","176","845"
"2007","Wybieg","PN","G","297","680","2155"
"2008","Wygon","PN","G","436","274","976"
"2009","Wykopy","PG","G","304","963","4580"
"2010","Wyłom","PS","G","188","335","2227"
"2011","Wyrzyska","PJ","F","609","290","829"
"2012","Wysockiego Piotra","PG","G","305","133","359"
"2013","Wysoka","PS","G","189","168","433"
"2014","Wyspiańskiego Stanisława plac","PG","G","307","51","343"
"2015","Wyszeborska","PG","G","308","155","867"
"2016","Wyszomierska","PG","F","515","112","425"
"2017","Wyszomierska","PG","G","309","472","2375"
"2018","Wyzwolenia","PN","F","438","1451","10330"
"2019","Wyżyny","PS","G","190","962","2818"
"2020","Wzgórze św. Wojciecha","PS","F","439","38","284"
"2021","Wzlotowa","PJ","G","275","324","2028"
"2022","Za Bramką","PS","G","191","235","1235"
"2023","Za Cybiną","PN","G","299","289","2883"
"2024","Za Cytadelą","PS","G","192","1932","12922"
"2025","Za Groblą","PS","G","194","204","1942"
"2026","Zaborowska","PN","G","298","85"
"2027","Zabrzańska","PN","G","649","231","1292"
"2028","Zachodnia","PG","G","310","219","1560"
"2029","Zacisze","PJ","G","276","114","645"
"2030","Zagajnikowa","PS","G","440","1241","5279"
"2031","Zagłoby Onufrego","PG","G","311","165","912"
"2032","Zagonowa","PS","G","193","398","2488"
"2033","Zagórze","PN","G","300","491","3664"
"2034","Zagórzycka","PJ","G","277","262","845"
"2035","Zagrodnicza","PS","G","195","308","1635"
"2036","Zajęcza","PN","G","508","155","895"
"2037","Zakątek","PG","G","312","151","1017"
"2038","Zaklikowska","PN","G","301","638","1974"
"2039","Zakręt","PG","G","313","339","1055"
"2040","Zakrzewska","PJ","F","509","183","553"
"2041","Zakrzewskiego Ksawerego","PS","G","441","266","1913"
"2042","Zaleskiego Zygmunta","PJ","G","278","160","951"
"2043","Załęże","PG","G","314","122","568"
"2044","Zambrowska","PN","G","302","359","1907"
"2045","Zamiejska","PG","F","292","240","1347"
"2046","Zamknięta","PG","F","442","136","387"
"2047","Zamkowa","PS","G","196","95","597"
"2048","Zamojska","PN","G","303","146","730"
"2049","Zamoyskiego Władysława","PW","G","125","158","989"
"2050","Zamysłowska","PG","G","315","163","727"
"2051","Zana Tomasza","PS","G","197","309","1970"
"2052","Zaniemyska","PN","G","304","266","1306"
"2053","Zapolskiej Gabrieli","PJ","F","404","84","424"
"2054","Zawady","PN","G","305","111","668"
"2055","Zawady","PN","G","5020","620","6946"
"2056","Zawiertowska","PN","G","306","117","428"
"2057","Zawilcowa","PG","F","511","212","676"
"2058","Ząbkowicka","PG","G","316","402","1559"
"2059","Zbawiciela plac","PG","G","317","67","424"
"2060","Zbąszyńska","PG","G","318","520","2563"
"2061","Zbożowa","PS","G","443","167","626"
"2062","Zbyłowita","PN","G","307","654","3031"
"2063","Zbyszka","PN","G","308","103","490"
"2064","Zdobywców Monte Cassino","PS","G","444","271","1633"
"2065","Zdrojowa","PN","G","309","180","1235"
"2066","Zdunowska","PN","G","310","126","618"
"2067","Zdziechowska","PG","F","445","149","674"
"2068","Zdzisławy","PN","G","311","207","801"
"2069","Zemborzycka","PN","G","312","85","378"
"2070","Zgoda","PG","G","319","601","5428"
"2071","Zgorzelecka","PG","G","320","591","1601"
"2072","Ziarnista","PS","G","446","79","557"
"2073","Zieleńska","PN","G","313","60","310"
"2074","Zieleńska","PN","P","153153","183","634"
"2075","Zielewicza Ignacego","PG","G","447","66","359"
"2076","Zieliniec","PN","G","314","504","3115"
"2077","Zielona","PS","P","154154","160","1358"
"2078","Ziemowita","PN","G","315","290","1935"
"2079","Ziemowita","PN","P","155155","1143","6849"
"2080","Ziemska","PN","F","536","114","484"
"2081","Ziębicka","PG","G","321","603","4858"
"2082","Zimorodka","PN","F","538","39","118"
"2083","Zimowa","PJ","G","280","133","699"
"2084","Zjazd","PJ","G","281","118","412"
"2085","Złocieniecka","PG","G","645","252","1839"
"2086","Złota","PJ","G","282","418","1702"
"2087","Złotej Kaczki","PG","G","322","46","349"
"2088","Zmartwychwstańców","PW","G","72","295","1338"
"2089","Znanieckiego Floriana","PS","G","449","233","1385"
"2090","Zodiakowa","PN","F","562","120","446"
"2091","Zołotowa Pawła","PJ","G","450","130","773"
"2092","Zorza","PG","F","451","215","1156"
"2093","Związku Walki Zbrojnej","PS","G","8","170","707"
"2094","Zwierzyniecka","PJ","G","283","528","6002"
"2095","Zwoleńska","PN","F","452","125","102"
"2096","Zwrotnicza","PG","G","324","418","2246"
"2097","Zygalskiego Henryka","PW","G","2","257","1810"
"2098","Źródlana","PJ","G","284","442","2995"
"2099","Żabia","PG","G","325","166","604"
"2100","Żagańska","PG","G","326","59","217"
"2101","Żaglowa","PJ","F","453","81","232"
"2102","Żarnowiecka","PJ","G","285","1025","6178"
"2103","Żbikowa","PN","G","316","600","2502"
"2104","Żegiestowska","PJ","G","286","253","1480"
"2105","Żeglarska","PN","G","317","1248","6101"
"2106","Żegockiego Krzysztofa","PS","G","198","439","2378"
"2107","Żelazna","PN","F","524","192","2410"
"2108","Żelazna","PN","G","318","381","3167"
"2109","Żerkowska","PW","G","162","388","1775"
"2110","Żlebowa","PW","G","454","170","706"
"2111","Żmichowskiej Narcyzy","PJ","F","404","125","678"
"2112","Żmigrodzka","PG","G","327","544","3631"
"2113","Żmudzka","PJ","G","287","132","722"
"2114","Żniniewiczów Janiny i Jana","PJ","F","700","145","1159"
"2115","Żnińska","PJ","G","288","74","428"
"2116","Żniwna","PS","G","199","320","1477"
"2117","Żołnierzy Lenino","PS","G","455","136","740"
"2118","Żołnierzy Narwiku","PS","G","456","127","563"
"2119","Żołnierzy Wyklętych","PJ","G","85","563","3910"
"2120","Żonkilowa","PG","G","457","423","2696"
"2121","Żorska","PN","G","319","976","6458"
"2122","Żukowska","PJ","G","510","224","936"
"2123","Żuławska","PJ","G","289","160","623"
"2124","Żupańskiego Jana","PW","G","163","393","2179"
"2125","Żuraszka Zygmunta","PJ","F","538","344","1533"
"2126","Żurawia","PJ","G","290","114","693"
"2127","Żurawicka","PN","F","527","460","1668"
"2128","Żurawinowa","PW","F","458","217","619"
"2129","Żuromińska","PJ","G","567","98","575"
"2130","Żwirki Franciszka","PJ","G","291","396","1329"
"2131","Żwirowa","PG","G","328","222","1132"
"2132","Żydowska","PS","G","200","435","2580"
"2133","Żymierskiego Józefa","PJ","G","85","164","949"
"2134","Żytnia","PS","G","459","236","1406"
"2135","Żywiecka","PN","G","320","554","3012"
"2136","Żywocicka","PG","G","329","135","670"
"2137","Żywokostowa","PS","G","460","338","1708"
"2138","Żyzna","PN","F","670","424","1225"

